feature,mean_ic,abs_mean_ic,ic_positive_rate,top_decile_excess,top_minus_bottom,hit_rate,worst_window,missing_rate,direction,valid_dates,rank_ic_stability_raw,recent_rank_ic_raw,recent_top_decile_excess_raw,single_factor_score,profile,group,is_candidate,group_score,combined_score
vol_20d_rank,-0.007797888825059723,0.007797888825059723,0.55,-0.005762709720932279,-0.00812271379109577,0.45,-0.06117232573537994,0.0056112224448897794,-1,80,0.004288838853782848,0.004288838853782848,-0.005762709720932279,0.6328155242870082,short_history,cross_sectional,True,0.625,0.6312524194296065
max_drawdown_20d,-0.012578834475458305,0.012578834475458305,0.5375,0.002477594102242927,0.008674453039602903,0.5625,-0.04007828601505515,0.005485971943887775,-1,80,0.006761123530558839,0.006761123530558839,0.002477594102242927,0.7181420715095672,short_history,liquidity_risk,True,0.25,0.6245136572076538
ret_5d_zscore,-0.006578089913016,0.006578089913016,0.4875,-0.0013061000744642006,-0.003431997133099339,0.425,-0.037655172249339015,0.0027054108216432865,-1,80,0.0032068188325953,0.0032068188325953,-0.0013061000744642006,0.6596512063272452,short_history,short_returns,True,0.4375,0.6152209650617961
ret_5d,-0.006578089913016,0.006578089913016,0.4875,-0.0013061000744642006,-0.003431997133099339,0.425,-0.037655172249339015,0.0027054108216432865,-1,80,0.0032068188325953,0.0032068188325953,-0.0013061000744642006,0.6596512063272452,short_history,short_returns,True,0.4375,0.6152209650617961
ret_5d_rank,-0.006578089913016,0.006578089913016,0.4875,-0.0013061000744642006,-0.003431997133099339,0.425,-0.037655172249339015,0.0027054108216432865,-1,80,0.0032068188325953,0.0032068188325953,-0.0013061000744642006,0.6596512063272452,short_history,short_returns,True,0.4375,0.6152209650617961
close_location_value,-0.008034527302807733,0.008034527302807733,0.5,-0.0024265539851096437,-0.0010416412287038662,0.425,-0.038554077097370576,0.0029559118236472948,-1,80,0.004017263651403867,0.004017263651403867,-0.0024265539851096437,0.6514536278963621,short_history,short_volume_price,True,0.4375,0.6086629023170897
turnover_ma_20d,-0.013872732198155296,0.013872732198155296,0.5625,-0.0009562757987531042,-0.007580331078922286,0.5125,-0.05367930479708104,0.005485971943887775,-1,80,0.007803411861462354,0.007803411861462354,-0.0009562757987531042,0.6976794380576098,short_history,liquidity_risk,True,0.25,0.6081435504460879
rsi_6,-0.006856614879506125,0.006856614879506125,0.525,-0.004130077347561239,-0.006010174455452632,0.425,-0.06068092040672808,0.014804609218436874,-1,80,0.0035997228117407155,0.0035997228117407155,-0.004130077347561239,0.6302206236316048,short_history,short_returns,True,0.4375,0.5916764989052838
low_liquidity_flag,0.017543745441617253,0.017543745441617253,0.525,-0.002660509566532048,,0.475,-0.048527175599038797,0.0,1,80,0.009210466356849058,0.009210466356849058,-0.002660509566532048,0.6749999999999999,short_history,liquidity_risk,True,0.25,0.59
excess_ret_20d_industry_rank,-0.019352611849088076,0.019352611849088076,0.625,-0.0021152354651403802,,0.475,-0.034542142012679175,0.003356713426853707,-1,80,0.012095382405680047,0.012095382405680047,-0.0021152354651403802,0.6997431963571269,short_history,industry_relative,True,0.125,0.5847945570857016
ret_20d_industry_rank,-0.019352611849088076,0.019352611849088076,0.625,-0.0021152354651403802,,0.475,-0.034542142012679175,0.003356713426853707,-1,80,0.012095382405680047,0.012095382405680047,-0.0021152354651403802,0.6997431963571269,short_history,industry_relative,True,0.125,0.5847945570857016
stock_ret_minus_industry_ret_5d,-0.012102135215025494,0.012102135215025494,0.55,-0.0004648899786124811,-0.004862476780054222,0.475,-0.03318477994038122,0.0027054108216432865,-1,80,0.0066561743682640225,0.0066561743682640225,-0.0004648899786124811,0.6962170426261776,short_history,industry_relative,True,0.125,0.581973634100942
amount_ma_20d,-0.008941607993331564,0.008941607993331564,0.5125,-0.002660509566532048,-0.009903386917958756,0.475,-0.048527175599038797,0.005485971943887775,-1,80,0.004582574096582426,0.004582574096582426,-0.002660509566532048,0.6569321070967556,short_history,liquidity_risk,True,0.25,0.5755456856774046
ret_5d_industry_rank,-0.011850043647614264,0.011850043647614264,0.525,-0.0016862096683749577,,0.45,-0.03884205355532312,0.0027054108216432865,-1,80,0.006221272914997488,0.006221272914997488,-0.0016862096683749577,0.67566544120269,short_history,industry_relative,True,0.125,0.5655323529621521
excess_ret_5d_industry_rank,-0.011850043647614264,0.011850043647614264,0.525,-0.0016862096683749577,,0.45,-0.03884205355532312,0.0027054108216432865,-1,80,0.006221272914997488,0.006221272914997488,-0.0016862096683749577,0.67566544120269,short_history,industry_relative,True,0.125,0.5655323529621521
industry_ret_60d,-0.03509299310549713,0.03509299310549713,0.5,-0.002377210743334807,-0.0012562351647647325,0.375,-0.04813995763557154,0.00022545090180360722,-1,80,0.017546496552748564,0.017546496552748564,-0.002377210743334807,0.6718748484513511,short_history,industry_relative,True,0.125,0.562499878761081
stock_ret_minus_industry_ret_60d,-0.018428190513080808,0.018428190513080808,0.55,-0.0036097677112565604,-0.005077496166676308,0.325,-0.02254999374676684,0.002530060120240481,-1,80,0.010135504782194445,0.010135504782194445,-0.0036097677112565604,0.6717596179904293,short_history,industry_relative,True,0.125,0.5624076943923435
