candidate,windows,mean_excess,sum_excess,compounded_portfolio_return,compounded_benchmark_return,compounded_excess,hit_rate,worst_window,best_window,std_excess,avg_window_rank,best_window_rank,worst_window_rank,avg_holdings,max_weight,top_k,model0_weight,model1_weight,weighting,risk_filter_enabled,live_score,stability_score
balanced_extra_wide_capacity,13,0.008358023413350102,0.10865430437355132,0.14872695989941076,0.036864440879656124,0.11186251901975464,0.8461538461538461,-0.012187588055984536,0.03748836720692947,0.012849939586013274,5.076923076923077,1,10,64.0,0.015625,64,0.725,0.275,equal,False,0.9249999999999999,0.9333333333333333
stable_extra_wide_capacity,13,0.009220113785704868,0.11986147921416328,0.15842597859813856,0.036864440879656124,0.12156153771848244,0.46153846153846156,-0.021913060367188292,0.05299841859156247,0.02134555716129185,5.076923076923077,1,12,46.0,0.02173913043478261,46,0.285,0.7150000000000001,equal,False,0.895,0.8708333333333332
stable_compact_capacity,13,0.007073371722998786,0.09195383239898422,0.12160496949717636,0.036864440879656124,0.08474052861752024,0.46153846153846156,-0.02457859819940786,0.061276838374556455,0.024473895006311155,6.3076923076923075,1,12,33.0,0.030303030303030304,33,0.978,0.02200000000000002,equal,True,0.7250000000000001,0.7
stable_medium_capacity,13,0.004455514862663048,0.05792169321461962,0.09227641729416458,0.036864440879656124,0.05541197641450846,0.46153846153846156,-0.009898354611235026,0.029324203752219183,0.013315553572985559,6.3076923076923075,1,10,93.0,0.01075268817204301,93,0.7725,0.22750000000000004,equal,True,0.7125000000000001,0.7
economic_medium_capacity,13,0.007522392818565782,0.09779110664135517,0.12899368420465085,0.036864440879656124,0.09212924332499473,0.6153846153846154,-0.03257760151668189,0.05406155551337122,0.025495067959350682,5.461538461538462,1,11,30.0,0.036000000004219955,30,0.998,0.0020000000000000018,rank,True,0.6491666666666667,0.6708333333333334
stable_compact_current,13,0.005580630152836692,0.072548191986877,0.09935556875826501,0.036864440879656124,0.06249112787860889,0.5384615384615384,-0.029093222439363256,0.05505559965711848,0.024571967586392844,7.3076923076923075,1,12,31.0,0.03253310000000001,31,0.5465,0.4535,rank,True,0.5966666666666667,0.5604166666666667
balanced_medium_current,13,0.0026902621591970485,0.03497340806956163,0.06427804747915333,0.036864440879656124,0.02741360659949721,0.46153846153846156,-0.025390085742563538,0.046239141458942506,0.02138961321569989,6.230769230769231,2,12,49.0,0.020408163265306124,49,0.0,1.0,equal,True,0.5075000000000001,0.5375
short_aggressive_wide_capacity,13,0.003632306494926777,0.0472199844340481,0.06960485478881728,0.036864440879656124,0.03274041390916116,0.5384615384615384,-0.047249993118315875,0.04455896387374221,0.026778018288299506,6.538461538461538,2,12,30.0,0.036000000004219955,30,0.5935,0.4065,rank,True,0.39166666666666666,0.41875
short_aggressive_compact_capacity,13,0.0011647527111512458,0.015141785244966195,0.04674032339338918,0.036864440879656124,0.009875882513733059,0.38461538461538464,-0.025889363841440916,0.03852596678325519,0.017121425107595057,6.615384615384615,1,11,31.0,0.03225806451612904,31,0.9455,0.05449999999999999,equal,True,0.3658333333333333,0.36249999999999993
short_aggressive_medium_capacity,13,0.0011647527111512458,0.015141785244966195,0.04674032339338918,0.036864440879656124,0.009875882513733059,0.38461538461538464,-0.025889363841440916,0.03852596678325519,0.017121425107595057,6.615384615384615,1,11,31.0,0.03225806451612904,31,0.9455,0.05449999999999999,equal,True,0.3658333333333333,0.36249999999999993
recent_compact_capacity,13,-0.0003854049600594059,-0.0050102644807722765,0.02288521108464492,0.036864440879656124,-0.013979229795011205,0.46153846153846156,-0.04100386954092099,0.04678798138169414,0.02264237433432545,6.6923076923076925,2,12,31.0,0.032972380952380954,31,0.055,0.945,rank,True,0.2,0.225
recent_compact_current,13,-0.004015764096613996,-0.05220493325598195,-0.021447700420571758,0.036864440879656124,-0.05831214130022788,0.3076923076923077,-0.03139959559603131,0.02630701480658834,0.015264488600972933,8.76923076923077,3,12,37.0,0.027027027027027035,37,0.825,0.17500000000000004,equal,True,0.16583333333333333,0.15833333333333333
