candidate,window_id,entry_date,start_date,end_date,stock_code,weight,score,stock_return,return_contribution,note
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,603650,0.015625,0.9933867735470943,-0.06223316912972088,-0.0009723932676518887,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,688281,0.015625,0.9888276553106212,-0.059271964932342325,-0.0009261244520678488,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,002153,0.015625,0.9107715430861724,-0.033674963396779,-0.0005261713030746719,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,002837,0.015625,0.9101703406813628,-0.0015075376884422509,-2.355527638191017e-05,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,605358,0.015625,0.9094188376753507,0.03537284894837467,0.0005527007648183542,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,688172,0.015625,0.9086172344689378,0.3291678500426014,0.005143247656915647,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,002281,0.015625,0.9054609218436874,-0.031280276816609054,-0.0004887543252595165,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,601212,0.015625,0.9041082164328658,0.6108165429480381,0.009544008483563095,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,601179,0.015625,0.9017034068136272,-0.02975420439844767,-0.00046490944372574484,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,601118,0.015625,0.9016032064128257,0.2727272727272727,0.004261363636363636,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,300919,0.015625,0.8999498997995992,0.11488005997001505,0.0017950009370314851,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,300604,0.015625,0.8998997995991984,-0.06782428020184017,-0.0010597543781537527,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,000559,0.015625,0.8996492985971944,-0.1260162601626017,-0.0019690040650406516,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,600497,0.015625,0.8940380761523047,0.1668449197860964,0.002606951871657756,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,601399,0.015625,0.8940380761523046,-0.08626760563380276,-0.001347931338028168,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,601106,0.015625,0.8936372745490981,-0.025688073394495525,-0.0004013761467889926,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,002532,0.015625,0.8920340681362726,0.09447128287708018,0.0014761137949543778,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,002409,0.015625,0.8898797595190381,-0.0031582271818085816,-4.934729971575909e-05,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,688778,0.015625,0.8889278557114229,-0.04938005390835576,-0.0007715633423180587,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,002202,0.015625,0.8853707414829659,0.00037188545927846484,5.810710301226013e-06,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,688037,0.015625,0.8824148296593186,0.023592233009708696,0.0003686286407766984,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,603179,0.015625,0.876753507014028,-0.10546431153806435,-0.0016478798677822554,
balanced_extra_wide_capacity,w01,2026-01-22,2026-01-23,2026-01-29,300450,0.015625,0.8747995991983968,-0.01846689895470377,-0.0002885452961672464,
