candidate,window_id,entry_date,start_date,end_date,trading_days,portfolio_return,benchmark_return,excess_return,n_holdings,max_weight,avg_top5_weight,n_with_notes,model0_weight,model1_weight,top_k,internal_max_weight,weighting,risk_filter_enabled,window_rank
stable_compact_current,w03,2026-02-05,2026-02-06,2026-02-12,5,0.04073628311427652,0.03406080966036895,0.0066754734539075655,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,5.0
stable_extra_wide_capacity,w03,2026-02-05,2026-02-06,2026-02-12,5,0.012147749293180661,0.03406080966036895,-0.021913060367188292,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,12.0
stable_medium_capacity,w03,2026-02-05,2026-02-06,2026-02-12,5,0.045824396297641797,0.03406080966036895,0.011763586637272845,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,2.0
balanced_extra_wide_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.04892435160139985,0.0278836645270355,0.02104068707436435,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,3.0
balanced_medium_current,w04,2026-02-12,2026-02-13,2026-02-27,5,0.06411630430924256,0.0278836645270355,0.03623263978220706,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,2.0
economic_medium_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.0350734348790307,0.0278836645270355,0.007189770351995202,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,8.0
recent_compact_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.04227594983805311,0.0278836645270355,0.014392285311017612,31,0.032972380952380954,0.16486190476190477,1,0.055,0.945,31,0.030758,rank,True,4.0
recent_compact_current,w04,2026-02-12,2026-02-13,2026-02-27,5,0.024160816181855543,0.0278836645270355,-0.0037228483451799584,37,0.027027027027027035,0.13513513513513517,1,0.825,0.17500000000000004,37,0.03,equal,True,12.0
short_aggressive_compact_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.032419845375802836,0.0278836645270355,0.004536180848767335,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,9.0
short_aggressive_medium_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.032419845375802836,0.0278836645270355,0.004536180848767335,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,9.0
short_aggressive_wide_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.04141465498689555,0.0278836645270355,0.013530990459860046,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,5.0
stable_compact_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.03693542264532378,0.0278836645270355,0.009051758118288282,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,7.0
stable_compact_current,w04,2026-02-12,2026-02-13,2026-02-27,5,0.06777028008537613,0.0278836645270355,0.039886615558340624,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,1.0
stable_extra_wide_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.03198886714747827,0.0278836645270355,0.004105202620442769,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,11.0
stable_medium_capacity,w04,2026-02-12,2026-02-13,2026-02-27,5,0.040428937678905576,0.0278836645270355,0.012545273151870075,93,0.01075268817204301,0.05376344086021505,1,0.7725,0.22750000000000004,93,0.03,equal,True,6.0
balanced_extra_wide_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.03332984201077667,-0.03443052740386576,0.001100685393089093,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,2.0
balanced_medium_current,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.037849592166559066,-0.03443052740386576,-0.0034190647626933038,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,4.0
economic_medium_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.0188953922172065,-0.03443052740386576,0.015535135186659263,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,1.0
recent_compact_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.04047932492547325,-0.03443052740386576,-0.006048797521607488,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,5.0
recent_compact_current,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.045103084635438946,-0.03443052740386576,-0.010672557231573183,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,10.0
short_aggressive_compact_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.04121936070183379,-0.03443052740386576,-0.006788833297968026,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,6.0
short_aggressive_medium_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.04121936070183379,-0.03443052740386576,-0.006788833297968026,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,6.0
short_aggressive_wide_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.04221478558554283,-0.03443052740386576,-0.0077842581816770645,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,8.0
stable_compact_capacity,w05,2026-02-27,2026-03-02,2026-03-06,5,-0.05356291846442768,-0.03443052740386576,-0.019132391060561915,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,12.0
