feature,mean_ic,abs_mean_ic,ic_positive_rate,top_decile_excess,top_minus_bottom,hit_rate,worst_window,missing_rate,direction,valid_dates,rank_ic_stability_raw,recent_rank_ic_raw,recent_top_decile_excess_raw,single_factor_score,profile
idiosyncratic_vol_60d,-0.03642339060689827,0.03642339060689827,0.55,-0.0016003914080746152,-0.006165483919630853,0.49166666666666664,-0.05832852327870142,0.015480961923847696,-1,120,0.02003286483379405,0.02003286483379405,-0.0016003914080746152,0.5170416473973588,general
vol_10d,-0.03843615928937439,0.03843615928937439,0.5666666666666667,-0.0025111964954839684,-0.0017496300331915362,0.44166666666666665,-0.05568852219252403,0.0031062124248496994,-1,120,0.02178049026397882,0.02178049026397882,-0.0025111964954839684,0.5127663018344382,general
gross_margin_ttm,-0.010468581804480286,0.010468581804480286,0.525,0.0008967400172581797,0.006735902591789877,0.45,-0.036618390220823624,0.06212424849699399,-1,120,0.00549600544735215,0.00549600544735215,0.0008967400172581797,0.5121209084836339,general
gross_margin_ttm_zscore,-0.010468581804480286,0.010468581804480286,0.525,0.0008967400172581797,0.006735902591789877,0.45,-0.036618390220823624,0.06212424849699399,-1,120,0.00549600544735215,0.00549600544735215,0.0008967400172581797,0.5121209084836339,general
gross_margin_ttm_rank,-0.010468581804480286,0.010468581804480286,0.525,0.0008967400172581797,0.006735902591789877,0.45,-0.036618390220823624,0.06212424849699399,-1,120,0.00549600544735215,0.00549600544735215,0.0008967400172581797,0.5121209084836339,general
residual_ret_1d,-0.011370697354103813,0.011370697354103813,0.5,0.000998338856746892,0.001815504611140548,0.48333333333333334,-0.04000366392628944,0.008800935203740815,-1,120,0.0056853486770519065,0.0056853486770519065,0.000998338856746892,0.5114275987873182,general
vol_5d,-0.037606526893223455,0.037606526893223455,0.5666666666666667,-0.0026283617277849036,-0.0036130320913804665,0.475,-0.056627879885232935,0.0022879091516366063,-1,120,0.02131036523949329,0.02131036523949329,-0.0026283617277849036,0.5111814654950926,general
boll_width_20d,-0.028932818252510283,0.028932818252510283,0.5916666666666667,-0.0015888611197387556,-0.0029318821138429444,0.5083333333333333,-0.05840047952230481,0.004241816967267869,-1,120,0.01711858413273525,0.01711858413273525,-0.0015888611197387556,0.5098322285596835,general
industry_ret_5d,-0.02227675727502417,0.02227675727502417,0.5416666666666666,-0.00020652941150512902,0.004868513509361348,0.525,-0.04943410428785207,0.00023380093520374083,-1,120,0.01206657685730476,0.01206657685730476,-0.00020652941150512902,0.5079253378551977,general
cash_flow_quality_industry_rank,-0.0036434817732226067,0.0036434817732226067,0.44166666666666665,0.0013624515162023096,,0.5833333333333334,-0.023203213677729373,0.08168002672010688,-1,120,0.0016092044498399846,0.0016092044498399846,0.0013624515162023096,0.5049089204049123,general
total_market_cap_industry_rank,-0.003026262369381644,0.003026262369381644,0.5083333333333333,0.0006862988002320039,,0.43333333333333335,-0.02522395433536858,0.0,-1,120,0.001538350037769002,0.001538350037769002,0.0006862988002320039,0.5038461538461538,general
revenue_growth_3y_rank,0.009593771186846052,0.009593771186846052,0.5166666666666667,0.001440736787347203,0.002407246498949691,0.5833333333333334,-0.04775005137703337,0.007631930527722111,1,120,0.00495678177987046,0.00495678177987046,0.001440736787347203,0.5006470633574842,general
revenue_growth_3y,0.009593771186846052,0.009593771186846052,0.5166666666666667,0.001440736787347203,0.002407246498949691,0.5833333333333334,-0.04775005137703337,0.007631930527722111,1,120,0.00495678177987046,0.00495678177987046,0.001440736787347203,0.5006470633574842,general
revenue_growth_3y_zscore,0.009593771186846052,0.009593771186846052,0.5166666666666667,0.001440736787347203,0.002407246498949691,0.5833333333333334,-0.04775005137703337,0.007631930527722111,1,120,0.00495678177987046,0.00495678177987046,0.001440736787347203,0.5006470633574842,general
max_drawdown_20d,-0.0014076732542117405,0.0014076732542117405,0.5,0.003029981137955448,0.00631210437884065,0.575,-0.04007828601505515,0.004241816967267869,-1,120,0.0007038366271058703,0.0007038366271058703,0.003029981137955448,0.49829376702122186,general
rsi_6,-0.022426610615336084,0.022426610615336084,0.575,-0.000538893294210703,-0.0013144702935185266,0.5166666666666667,-0.06068092040672808,0.013794255177020709,-1,120,0.012895301103818247,0.012895301103818247,-0.000538893294210703,0.494774420636144,general
net_margin_ttm_rank,0.017252483305259494,0.017252483305259494,0.5666666666666667,-0.0021393488508007494,-0.0037730063379728517,0.49166666666666664,-0.038829548454040935,0.0,1,120,0.009776407206313713,0.009776407206313713,-0.0021393488508007494,0.49410256410256415,general
net_margin_ttm_zscore,0.017252483305259494,0.017252483305259494,0.5666666666666667,-0.0021393488508007494,-0.0037730063379728517,0.49166666666666664,-0.038829548454040935,0.0,1,120,0.009776407206313713,0.009776407206313713,-0.0021393488508007494,0.49410256410256415,general
net_margin_ttm,0.017252483305259494,0.017252483305259494,0.5666666666666667,-0.0021393488508007494,-0.0037730063379728517,0.49166666666666664,-0.038829548454040935,0.0,1,120,0.009776407206313713,0.009776407206313713,-0.0021393488508007494,0.49410256410256415,general
ret_5d_industry_rank,-0.013601699294744906,0.013601699294744906,0.49166666666666664,-0.0003209052636484562,,0.5,-0.03884205355532312,0.002154308617234469,-1,120,0.0066875021532495785,0.0066875021532495785,-0.0003209052636484562,0.4935666204203279,general
excess_ret_5d_industry_rank,-0.013601699294744906,0.013601699294744906,0.49166666666666664,-0.0003209052636484562,,0.5,-0.03884205355532312,0.002154308617234469,-1,120,0.0066875021532495785,0.0066875021532495785,-0.0003209052636484562,0.4935666204203279,general
excess_ret_2d,-0.01514246896895822,0.01514246896895822,0.525,6.97652895021033e-05,-0.0001274935968137901,0.525,-0.05425646738530562,0.0017869071476285905,-1,120,0.007949796208703066,0.007949796208703066,6.97652895021033e-05,0.4906546426185705,general
ret_2d,-0.01514246896895822,0.01514246896895822,0.525,6.97652895021033e-05,-0.0001274935968137901,0.525,-0.05425646738530562,0.0017869071476285905,-1,120,0.007949796208703066,0.007949796208703066,6.97652895021033e-05,0.4906546426185705,general
revenue_growth_yoy,-0.0041875561483874744,0.0041875561483874744,0.5333333333333333,0.0014325960896552183,0.0004250240545163546,0.5583333333333333,-0.04226244110647534,0.0,-1,120,0.0022333632791399862,0.0022333632791399862,0.0014325960896552183,0.4875641025641026,general
revenue_growth_yoy_zscore,-0.0041875561483874744,0.0041875561483874744,0.5333333333333333,0.0014325960896552183,0.0004250240545163546,0.5583333333333333,-0.04226244110647534,0.0,-1,120,0.0022333632791399862,0.0022333632791399862,0.0014325960896552183,0.4875641025641026,general
revenue_growth_yoy_rank,-0.0041875561483874744,0.0041875561483874744,0.5333333333333333,0.0014325960896552183,0.0004250240545163546,0.5583333333333333,-0.04226244110647534,0.0,-1,120,0.0022333632791399862,0.0022333632791399862,0.0014325960896552183,0.4875641025641026,general
boll_z_10d,-0.019856170458082363,0.019856170458082363,0.5,-0.002347164049388171,-0.0006986249746375052,0.45,-0.054089458213691176,0.0029559118236472948,-1,120,0.009928085229041182,0.009928085229041182,-0.002347164049388171,0.4741274857407121,general
boll_position_10d,-0.019856170458082363,0.019856170458082363,0.5,-0.002347164049388171,-0.0006986249746375052,0.45,-0.054089458213691176,0.0029559118236472948,-1,120,0.009928085229041182,0.009928085229041182,-0.002347164049388171,0.4741274857407121,general
ret_120d,-0.017447301865644835,0.017447301865644835,0.49166666666666664,-0.0029349636998677485,-0.005653872555458262,0.475,-0.045304017617790224,0.004108216432865732,-1,120,0.00857825675060871,0.00857825675060871,-0.0029349636998677485,0.47381994758748264,general
boll_width_10d,-0.02057903194568557,0.02057903194568557,0.5583333333333333,-0.002736850799563373,-0.005555719174374379,0.4583333333333333,-0.05459231918471229,0.0029559118236472948,-1,120,0.011489959503007777,0.011489959503007777,-0.002736850799563373,0.47367876779199425,general
debt_to_asset_zscore,-0.0021388148570695765,0.0021388148570695765,0.49166666666666664,-0.0024094056738061718,0.0010716855942995212,0.38333333333333336,-0.025735823483370536,0.0,-1,120,0.0010515839713925417,0.0010515839713925417,-0.0024094056738061718,0.4625641025641025,general
debt_to_asset,-0.0021388148570695765,0.0021388148570695765,0.49166666666666664,-0.0024094056738061718,0.0010716855942995212,0.38333333333333336,-0.025735823483370536,0.0,-1,120,0.0010515839713925417,0.0010515839713925417,-0.0024094056738061718,0.4625641025641025,general
debt_to_asset_rank,-0.0021388148570695765,0.0021388148570695765,0.49166666666666664,-0.0024094056738061718,0.0010716855942995212,0.38333333333333336,-0.025735823483370536,0.0,-1,120,0.0010515839713925417,0.0010515839713925417,-0.0024094056738061718,0.4625641025641025,general
cash_flow_to_revenue_rank,0.00896353443082109,0.00896353443082109,0.5583333333333333,-0.0036542204113196217,-0.003893577326823642,0.4,-0.040069370471458116,0.002004008016032064,1,120,0.005004640057208441,0.005004640057208441,-0.0036542204113196217,0.4597995991983968,general
cash_flow_to_revenue,0.00896353443082109,0.00896353443082109,0.5583333333333333,-0.0036542204113196217,-0.003893577326823642,0.4,-0.040069370471458116,0.002004008016032064,1,120,0.005004640057208441,0.005004640057208441,-0.0036542204113196217,0.4597995991983968,general
cash_flow_to_revenue_zscore,0.00896353443082109,0.00896353443082109,0.5583333333333333,-0.0036542204113196217,-0.003893577326823642,0.4,-0.040069370471458116,0.002004008016032064,1,120,0.005004640057208441,0.005004640057208441,-0.0036542204113196217,0.4597995991983968,general
close_location_value,-0.0026841127194298636,0.0026841127194298636,0.5166666666666667,-0.0014339897952362764,-0.0008636473378865003,0.4166666666666667,-0.038554077097370576,0.0023046092184368736,-1,120,0.0013867915717054296,0.0013867915717054296,-0.0014339897952362764,0.4587438980525153,general
overnight_gap,0.01185662847764708,0.01185662847764708,0.5916666666666667,0.0017917869255025753,0.002255800349391059,0.575,-0.07841297244378849,0.0016199064796259186,1,120,0.007015171849274522,0.007015171849274522,0.0017917869255025753,0.4553508298648579,general
beta_to_csi500_60d,-0.01368688738137605,0.01368688738137605,0.5583333333333333,-0.003534897229045253,-0.007523913748869346,0.5,-0.06044980185019583,0.008800935203740815,-1,120,0.0076418454546016285,0.0076418454546016285,-0.003534897229045253,0.4551455475052669,general
cash_flow_per_share,0.001967261637440559,0.001967261637440559,0.5583333333333333,-0.0016645056879515832,-0.003616520141492332,0.5,-0.04064458307129946,0.0,1,120,0.001098387747570979,0.001098387747570979,-0.0016645056879515832,0.4476923076923077,general
roa_ttm_industry_rank,0.025327862559449153,0.025327862559449153,0.6083333333333333,,,0.0,,0.0,1,120,0.015407783056998234,0.015407783056998234,,0.37089743589743596,general
near_boll_upper_20d,-0.02331689543329463,0.02331689543329463,0.5833333333333334,,,0.0,,0.0,-1,120,0.013601522336088535,0.013601522336088535,,0.36089743589743595,general
net_margin_ttm_industry_rank,0.02173958331853736,0.02173958331853736,0.6166666666666667,,,0.0,,0.0,1,120,0.013406076379764705,0.013406076379764705,,0.3601282051282051,general
roe_ttm_industry_rank,0.02189667780775929,0.02189667780775929,0.5833333333333334,,,0.0,,0.0036907147628590514,1,120,0.012773062054526253,0.012773062054526253,,0.3582206721134577,general
near_boll_lower_20d,0.005559509090038445,0.005559509090038445,0.5083333333333333,-0.0039002846173395362,,0.45,-0.07745957026398038,0.0,1,120,0.0028260837874362096,0.0028260837874362096,-0.0039002846173395362,0.35743589743589743,general
revenue_growth_3y_industry_rank,0.017205854506525307,0.017205854506525307,0.5833333333333334,,,0.0,,0.007631930527722111,1,120,0.010036748462139764,0.010036748462139764,,0.34782655053697137,general
net_profit_growth_3y_industry_rank,0.017734546120202657,0.017734546120202657,0.5583333333333333,,,0.0,,0.0072812291249165,1,120,0.009901788250446485,0.009901788250446485,,0.3455539283695596,general
limit_move_flag,-0.014504088834334253,0.014504088834334253,0.5666666666666667,,,0.0,,0.0,-1,120,0.00821898367278941,0.00821898367278941,,0.34089743589743593,general
gross_margin_ttm_industry_rank,0.013584914145166497,0.013584914145166497,0.5916666666666667,,,0.0,,0.06212424849699399,1,120,0.00803774086922351,0.00803774086922351,,0.33391578027850577,general
missing_days_20d,-0.014960623025831569,0.014960623025831569,0.45,,,0.0,,0.0,-1,120,0.0067322803616242065,0.0067322803616242065,,0.33128205128205124,general
zero_volume_days_20d,-0.014960623025831569,0.014960623025831569,0.45,,,0.0,,0.0,-1,120,0.0067322803616242065,0.0067322803616242065,,0.33128205128205124,general
recent_halt_flag,-0.01496046408786766,0.01496046408786766,0.45,,,0.0,,0.0,-1,120,0.0067322088395404475,0.0067322088395404475,,0.3301282051282052,general
deducted_net_profit_growth_yoy_industry_rank,0.011123335133717058,0.011123335133717058,0.5333333333333333,,,0.0,,0.001503006012024048,1,120,0.005932445404649098,0.005932445404649098,,0.3269009814500797,general
cash_flow_to_revenue_industry_rank,0.009623756755554288,0.009623756755554288,0.5916666666666667,,,0.0,,0.002004008016032064,1,120,0.005694056080369621,0.005694056080369621,,0.3260816504804481,general
deducted_net_profit_growth_3y_industry_rank,0.012040178704679789,0.012040178704679789,0.5166666666666667,,,0.0,,0.01831997327989312,1,120,0.006220758997417891,0.006220758997417891,,0.3259885154925235,general
net_profit_growth_yoy_industry_rank,0.010258165674967382,0.010258165674967382,0.525,,,0.0,,0.0,1,120,0.005385536979357876,0.005385536979357876,,0.3224358974358974,general
revenue_growth_yoy_industry_rank,0.008160554077598274,0.008160554077598274,0.55,,,0.0,,0.0,1,120,0.004488304742679051,0.004488304742679051,,0.3155128205128205,general
debt_to_asset_industry_rank,0.006008351460483924,0.006008351460483924,0.5166666666666667,,,0.0,,0.0,1,120,0.0031043149212500276,0.0031043149212500276,,0.31166666666666665,general
cash_flow_per_share_to_eps_industry_rank,0.0004295243373874972,0.0004295243373874972,0.5416666666666666,,,0.0,,0.002004008016032064,1,120,0.0002326590160848943,0.0002326590160848943,,0.2945431889419865,general
sp_oil_gas_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_growth_spread_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
gold_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
gold_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
gold_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chemical_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chemical_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chemical_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chemical_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chemical_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chemical_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
coal_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
coal_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
coal_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
coal_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
coal_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
coal_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp500_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp500_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp500_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp500_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp500_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp500_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp_oil_gas_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp_oil_gas_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
gold_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
gold_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
gold_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_minus_csi300_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_minus_csi300_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_minus_csi300_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_minus_csi300_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_growth_spread_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_minus_csi300_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_minus_csi300_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_minus_csi300_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_growth_spread_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_minus_csi300_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_minus_csi300_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
shfe_crude_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
shfe_crude_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
shfe_crude_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
shfe_crude_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
shfe_crude_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
shfe_crude_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp_oil_gas_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp_oil_gas_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
hang_seng_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
pharma_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
securities_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
sp_oil_gas_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
securities_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
securities_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
securities_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
securities_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
dividend_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
pharma_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi300_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_120d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_10d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
star50_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
chinext_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
oil_gas_etf_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
oil_gas_etf_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
oil_gas_etf_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
oil_gas_etf_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
oil_gas_etf_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
oil_gas_etf_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_market_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_market_ret_60d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_market_ret_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_market_ret_5d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_market_ret_3d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi500_market_ret_1d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
csi1000_vol_20d,,,0.0,,,0.0,,0.0,1,120,0.0,0.0,,0.20435897435897435,general
