experiment,fold_id,n_features,mean_rank_ic,top_k_excess,top_minus_bottom,hit_rate,worst_window,valid_dates
xgb_selected_features,5,80,-0.13097396883994517,-0.008532254558021238,-0.018198667135390298,0.3,-0.02907641996397452,20
xgb_selected_features,4,80,-0.03050613392788869,0.0023054071351485965,0.0011133027965930112,0.45,-0.01623855390955196,20
xgb_selected_features,3,80,0.1320200450696632,0.011780702750874245,0.019729608447038003,0.75,-0.014791848418493772,20
xgb_selected_features,2,80,0.04057697184059376,0.00949613609757286,0.014529132041068418,0.65,-0.010015195963608661,20
xgb_selected_features,1,80,0.008977004701469588,0.0028198656932779615,0.007786122060453452,0.5,-0.017248293350574897,20
xgb_selected_features,0,80,-0.11156275344557369,-0.0002602643228476819,-0.008291434665736208,0.45,-0.02464613652345987,20
