feature,mean_ic,abs_mean_ic,ic_positive_rate,top_decile_excess,top_minus_bottom,hit_rate,worst_window,missing_rate,direction,valid_dates,rank_ic_stability_raw,recent_rank_ic_raw,recent_top_decile_excess_raw,single_factor_score,profile,group,is_candidate,group_score,combined_score
roa_ttm_rank,0.026860064329677854,0.026860064329677854,0.55,-0.0012976750728303779,-8.836327430027635e-05,0.48333333333333334,-0.03372973413748842,0.0,1,120,0.014773035381322821,0.014773035381322821,-0.0012976750728303779,0.5358974358974359,general,quality,True,0.18181818181818182,0.4473776223776224
roa_ttm,0.026860064329677854,0.026860064329677854,0.55,-0.0012976750728303779,-8.836327430027635e-05,0.48333333333333334,-0.03372973413748842,0.0,1,120,0.014773035381322821,0.014773035381322821,-0.0012976750728303779,0.5358974358974359,general,quality,True,0.18181818181818182,0.4473776223776224
roa_ttm_zscore,0.026860064329677854,0.026860064329677854,0.55,-0.0012976750728303779,-8.836327430027635e-05,0.48333333333333334,-0.03372973413748842,0.0,1,120,0.014773035381322821,0.014773035381322821,-0.0012976750728303779,0.5358974358974359,general,quality,True,0.18181818181818182,0.4473776223776224
net_profit_growth_3y_zscore,0.017700883123378777,0.017700883123378777,0.5916666666666667,-8.636546998328989e-05,-0.001557515737159774,0.5,-0.02969153906706347,0.0072812291249165,1,120,0.010473022514665776,0.010473022514665776,-8.636546998328989e-05,0.5358103386259698,general,quality,True,0.18181818181818182,0.44731229942402284
net_profit_growth_3y_rank,0.017700883123378777,0.017700883123378777,0.5916666666666667,-8.636546998328989e-05,-0.001557515737159774,0.5,-0.02969153906706347,0.0072812291249165,1,120,0.010473022514665776,0.010473022514665776,-8.636546998328989e-05,0.5358103386259698,general,quality,True,0.18181818181818182,0.44731229942402284
net_profit_growth_3y,0.017700883123378777,0.017700883123378777,0.5916666666666667,-8.636546998328989e-05,-0.001557515737159774,0.5,-0.02969153906706347,0.0072812291249165,1,120,0.010473022514665776,0.010473022514665776,-8.636546998328989e-05,0.5358103386259698,general,quality,True,0.18181818181818182,0.44731229942402284
boll_position_10d,-0.019856170458082363,0.019856170458082363,0.5,-0.002347164049388171,-0.0006986249746375052,0.45,-0.054089458213691176,0.0029559118236472948,-1,120,0.009928085229041182,0.009928085229041182,-0.002347164049388171,0.4741274857407121,general,short_bollinger,True,0.36363636363636365,0.44650470521462504
boll_z_10d,-0.019856170458082363,0.019856170458082363,0.5,-0.002347164049388171,-0.0006986249746375052,0.45,-0.054089458213691176,0.0029559118236472948,-1,120,0.009928085229041182,0.009928085229041182,-0.002347164049388171,0.4741274857407121,general,short_bollinger,True,0.36363636363636365,0.44650470521462504
boll_width_10d,-0.02057903194568557,0.02057903194568557,0.5583333333333333,-0.002736850799563373,-0.005555719174374379,0.4583333333333333,-0.05459231918471229,0.0029559118236472948,-1,120,0.011489959503007777,0.011489959503007777,-0.002736850799563373,0.47367876779199425,general,short_bollinger,True,0.36363636363636365,0.44616816675308657
net_profit_growth_yoy,0.004904700261549155,0.004904700261549155,0.5166666666666667,0.002655615935815305,0.0030327269507642446,0.6333333333333333,-0.01721640663058922,0.0,1,120,0.0025340951351337307,0.0025340951351337307,0.002655615935815305,0.5337179487179488,general,quality,True,0.18181818181818182,0.445743006993007
