candidate,window_id,entry_date,start_date,end_date,trading_days,portfolio_return,benchmark_return,excess_return,n_holdings,max_weight,avg_top5_weight,n_with_notes,model0_weight,model1_weight,top_k,internal_max_weight,weighting,risk_filter_enabled,window_rank
balanced_medium_current,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.10775875744286703,-0.09094602030603705,-0.016812737136829986,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,7.0
economic_medium_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.09815242697196569,-0.09094602030603705,-0.007206406665928644,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,4.0
recent_compact_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.1043597621909972,-0.09094602030603705,-0.013413741884960154,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,6.0
recent_compact_current,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.11536928493987349,-0.09094602030603705,-0.024423264633836442,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,11.0
short_aggressive_compact_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.07558020937012658,-0.09094602030603705,0.015365810935910468,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,1.0
short_aggressive_medium_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.07558020937012658,-0.09094602030603705,0.015365810935910468,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,1.0
short_aggressive_wide_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.10926168776879544,-0.09094602030603705,-0.018315667462758395,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,8.0
stable_compact_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.111433281633194,-0.09094602030603705,-0.02048726132715696,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,10.0
stable_compact_current,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.12571557437502848,-0.09094602030603705,-0.03476955406899143,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,12.0
stable_extra_wide_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.09322963572233715,-0.09094602030603705,-0.0022836154163001082,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,3.0
stable_medium_capacity,w07,2026-03-16,2026-03-17,2026-03-23,5,-0.10061404017762232,-0.09094602030603705,-0.009668019871585276,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,5.0
balanced_extra_wide_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.048780407293899306,0.0420627235579234,0.006717683735975907,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,5.0
balanced_medium_current,w08,2026-03-23,2026-03-24,2026-03-30,5,0.04683505882489837,0.0420627235579234,0.0047723352669749725,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,6.0
economic_medium_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.053937553728970286,0.0420627235579234,0.011874830171046888,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,2.0
recent_compact_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.0527078126682803,0.0420627235579234,0.0106450891103569,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,3.0
recent_compact_current,w08,2026-03-23,2026-03-24,2026-03-30,5,0.05838737579769737,0.0420627235579234,0.016324652239773974,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,1.0
short_aggressive_compact_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.0421774962842279,0.0420627235579234,0.00011477272630450175,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_medium_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.0421774962842279,0.0420627235579234,0.00011477272630450175,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_wide_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.03311575554113632,0.0420627235579234,-0.008946968016787078,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,12.0
stable_compact_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.04545081388809149,0.0420627235579234,0.0033880903301680906,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,7.0
stable_compact_current,w08,2026-03-23,2026-03-24,2026-03-30,5,0.049347788741706644,0.0420627235579234,0.007285065183783246,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,4.0
stable_extra_wide_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.044089172288904785,0.0420627235579234,0.0020264487309813867,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,8.0
stable_medium_capacity,w08,2026-03-23,2026-03-24,2026-03-30,5,0.04306945898308303,0.0420627235579234,0.0010067354251596314,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,9.0
balanced_extra_wide_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.018415874132027707,-0.023551524861024853,0.005135650728997146,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,7.0
balanced_medium_current,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.01172314563045333,-0.023551524861024853,0.011828379230571524,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,1.0
economic_medium_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.012576760673335423,-0.023551524861024853,0.01097476418768943,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,3.0
recent_compact_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.01721452377725959,-0.023551524861024853,0.006337001083765264,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,6.0
recent_compact_current,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.013921418808586956,-0.023551524861024853,0.009630106052437897,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,4.0
short_aggressive_compact_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.026910716006768937,-0.023551524861024853,-0.0033591911457440844,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_medium_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.026910716006768937,-0.023551524861024853,-0.0033591911457440844,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_wide_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.029669343543327367,-0.023551524861024853,-0.006117818682302514,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,12.0
stable_compact_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.021567610868373884,-0.023551524861024853,0.0019839139926509687,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,8.0
stable_compact_current,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.01542310586343426,-0.023551524861024853,0.008128418997590594,31,0.03253310000000001,0.16266550000000005,0,0.5465,0.4535,31,0.031758,rank,True,5.0
stable_extra_wide_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.026296158920385903,-0.023551524861024853,-0.00274463405936105,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,9.0
stable_medium_capacity,w09,2026-03-30,2026-03-31,2026-04-07,5,-0.01206630668366281,-0.023551524861024853,0.011485218177362044,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,2.0
balanced_extra_wide_capacity,w10,2026-04-07,2026-04-08,2026-04-14,5,0.048768576015695404,0.06834637611309624,-0.019577800097400837,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,11.0
balanced_medium_current,w10,2026-04-07,2026-04-08,2026-04-14,5,0.05498664582721372,0.06834637611309624,-0.01335973028588252,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,10.0
economic_medium_capacity,w10,2026-04-07,2026-04-08,2026-04-14,5,0.08911607587235422,0.06834637611309624,0.02076969975925798,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,6.0
recent_compact_capacity,w10,2026-04-07,2026-04-08,2026-04-14,5,0.06480832110506032,0.06834637611309624,-0.0035380550080359174,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,9.0
recent_compact_current,w10,2026-04-07,2026-04-08,2026-04-14,5,0.08785675753923931,0.06834637611309624,0.019510381426143072,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,7.0
short_aggressive_compact_capacity,w10,2026-04-07,2026-04-08,2026-04-14,5,0.09452843489801288,0.06834637611309624,0.02618205878491664,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,4.0
short_aggressive_medium_capacity,w10,2026-04-07,2026-04-08,2026-04-14,5,0.09452843489801288,0.06834637611309624,0.02618205878491664,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,4.0
short_aggressive_wide_capacity,w10,2026-04-07,2026-04-08,2026-04-14,5,0.12715663425199994,0.06834637611309624,0.0588102581389037,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,2.0
