strategy,anchor,mean_3w,worst_3w,hit_3w,mean_7w,worst_7w,hit_7w,mean_13w,worst_13w,hit_13w,legacy_raw_score_3713,raw_penalty,avg_holdings,min_holdings,max_holdings,alpha,requested_top_k,blend_source,is_grid,mean_3w_rank,worst_3w_rank,hit_3w_rank,rank_score_3w,legacy_rank_score_3w,mean_7w_rank,worst_7w_rank,hit_7w_rank,rank_score_7w,legacy_rank_score_7w,mean_13w_rank,worst_13w_rank,hit_13w_rank,rank_score_13w,legacy_rank_score_13w,anchor_score_3713,legacy_anchor_score_3713,anchor_rank,legacy_anchor_rank
portfolio_55_all_union,2026-05-07,0.0298605203320187,0.0134256208505421,1.0,0.0135274891788121,-0.0268359103193855,0.5714285714285714,0.0063270009379177,-0.0268359103193855,0.4615384615384615,0.0080040035256643,0.0,45.38461538461539,38,55,0.5,999,final_portfolio,False,0.5454545454545454,0.3909090909090909,0.503030303030303,0.485,0.4902121212121211,0.4484848484848485,0.4666666666666667,0.4909090909090909,0.4612121212121212,0.4587272727272726,0.2606060606060606,0.4666666666666667,0.3090909090909091,0.34,0.3334545454545454,0.4319848484848484,0.452530303030303,105,97
portfolio_55_all_union,2026-05-08,0.0371018290814097,0.0157181057066204,1.0,0.0203096516025294,-0.0276284076980741,0.8571428571428571,0.0104575843023324,-0.0299923407649946,0.6923076923076923,0.0119396771062627,0.0,46.46153846153846,41,59,0.5,999,final_portfolio,False,0.5242424242424243,0.7454545454545455,0.503030303030303,0.5984848484848485,0.5951212121212122,0.6090909090909091,0.403030303030303,0.5333333333333333,0.5256060606060606,0.5335151515151515,0.306060606060606,0.3575757575757576,0.7454545454545455,0.39,0.367,0.5067878787878788,0.5331803030303031,72,74
final_portfolio_a0.30_k35,2026-04-30,0.024111002674338,0.0172324024738934,1.0,0.0125370132629948,-0.0072986252214143,0.7142857142857143,0.0072760993086348,-0.0189513227447169,0.6153846153846154,0.0104016360716422,0.0,35.0,35,35,0.3,35,final_portfolio,True,0.8606060606060606,0.9393939393939394,0.503030303030303,0.8345454545454545,0.8508484848484849,0.8181818181818182,0.6363636363636364,0.8878787878787879,0.765,0.7651515151515151,0.6545454545454545,0.1878787878787878,0.987878787878788,0.5412121212121213,0.5338787878787878,0.7187272727272728,0.7647393939393938,41,31
final_portfolio_a0.30_k35,2026-05-06,0.0354845999017594,0.0201420096097115,1.0,0.0155312143901154,-0.0219364112973158,0.5714285714285714,0.0096730998501755,-0.0228938665472607,0.4615384615384615,0.0118956107289705,0.0,35.0,35,35,0.3,35,final_portfolio,True,0.8181818181818182,0.987878787878788,0.503030303030303,0.8303030303030303,0.8426666666666667,0.8909090909090909,0.3151515151515151,0.503030303030303,0.6312121212121211,0.662121212121212,0.0666666666666666,0.2303030303030303,0.3787878787878788,0.1707575757575757,0.1518787878787879,0.5528030303030302,0.6578030303030303,54,26
final_portfolio_a0.30_k35,2026-05-07,0.0372560199219835,0.0205289907008637,1.0,0.016933489215253,-0.0262912551105891,0.5714285714285714,0.0069684644929788,-0.0262912551105891,0.4615384615384615,0.0116641481270653,0.0,35.0,35,35,0.3,35,final_portfolio,True,0.993939393939394,0.9575757575757576,0.503030303030303,0.9075757575757576,0.9328484848484848,0.993939393939394,0.6060606060606061,0.4909090909090909,0.7827272727272727,0.8156363636363635,0.6181818181818182,0.6060606060606061,0.3090909090909091,0.5675757575757576,0.5832727272727273,0.7556363636363636,0.8276666666666666,18,11
final_portfolio_a0.30_k35,2026-05-08,0.0375422970082693,0.0191287981080304,1.0,0.0185168223356903,-0.0271179772552756,0.8571428571428571,0.009547143817864,-0.0271179772552756,0.7692307692307693,0.0121822301982316,0.0,35.0,35,35,0.3,35,final_portfolio,True,0.6303030303030303,0.993939393939394,0.503030303030303,0.7384848484848484,0.7375757575757576,0.2606060606060606,0.4424242424242424,0.5333333333333333,0.3651515151515151,0.3478787878787879,0.0242424242424242,0.5818181818181818,0.9757575757575756,0.362121212121212,0.3033939393939394,0.4762424242424242,0.4970848484848485,116,97
final_portfolio_a0.30_k38,2026-04-30,0.0230402529477335,0.0144425740101001,1.0,0.0116670591360983,-0.0083483541381084,0.7142857142857143,0.006912268646077,-0.0173177275040419,0.5384615384615384,0.0094484367803039,0.0,38.0,38,38,0.3,38,final_portfolio,True,0.6727272727272727,0.3878787878787879,0.503030303030303,0.5475757575757576,0.5617575757575757,0.5272727272727272,0.5696969696969697,0.8878787878787879,0.5962121212121212,0.5773333333333333,0.5818181818181818,0.303030303030303,0.7,0.501969696969697,0.5016363636363635,0.5533484848484849,0.5597484848484848,79,79
final_portfolio_a0.30_k38,2026-05-06,0.0346761192811905,0.0193473489348115,1.0,0.0147799060893241,-0.0224861908644958,0.5714285714285714,0.0094479432104143,-0.0227668960268983,0.4615384615384615,0.0113190632415731,0.0,38.0,38,38,0.3,38,final_portfolio,True,0.7818181818181819,0.9151515151515152,0.503030303030303,0.7866666666666666,0.797939393939394,0.696969696969697,0.2424242424242424,0.503030303030303,0.5087878787878788,0.5275757575757576,0.0242424242424242,0.2363636363636363,0.3787878787878788,0.1516666666666666,0.1296969696969697,0.4850151515151515,0.5760393939393941,96,58
final_portfolio_a0.30_k38,2026-05-07,0.0369864259830118,0.0205274232508887,1.0,0.0166827884115059,-0.0259329854713944,0.5714285714285714,0.0075421219229231,-0.0259329854713944,0.4615384615384615,0.0116581541482427,0.0,38.0,38,38,0.3,38,final_portfolio,True,0.987878787878788,0.9515151515151516,0.503030303030303,0.9024242424242424,0.9273939393939394,0.9757575757575756,0.6818181818181818,0.4909090909090909,0.8001515151515151,0.8302727272727272,0.9272727272727272,0.6818181818181818,0.3090909090909091,0.7486363636363635,0.7844545454545454,0.8153787878787878,0.8622484848484849,7,5
final_portfolio_a0.30_k38,2026-05-08,0.0375006153200248,0.0182380502064809,1.0,0.0188242033985284,-0.02546338608416,0.8571428571428571,0.0099101246100487,-0.0270366831152,0.7692307692307693,0.0124147569995015,0.0,38.0,38,38,0.3,38,final_portfolio,True,0.6242424242424243,0.9696969696969696,0.503030303030303,0.7269696969696969,0.7261212121212122,0.3151515151515151,0.6606060606060606,0.5333333333333333,0.4687878787878788,0.4509696969696969,0.0969696969696969,0.6242424242424243,0.9757575757575756,0.4133333333333333,0.3588484848484848,0.5296060606060606,0.5472121212121213,56,60
final_portfolio_a0.30_k41,2026-04-30,0.0215550533181416,0.0137020520564207,1.0,0.0107546668556143,-0.0097409704173869,0.7142857142857143,0.0062792661208875,-0.0150620067578081,0.5384615384615384,0.0086287666904891,0.0,41.0,41,41,0.3,41,final_portfolio,True,0.4848484848484848,0.3575757575757576,0.503030303030303,0.443030303030303,0.4446666666666666,0.5151515151515151,0.4606060606060606,0.8878787878787879,0.551969696969697,0.5344242424242425,0.4848484848484848,0.4424242424242424,0.7,0.5022727272727273,0.4923636363636364,0.504378787878788,0.4922121212121212,80,80
