strategy,mean_score_3713,std_score_3713,worst_score_3713,robust_score,legacy_mean_score_3713,legacy_std_score_3713,legacy_worst_score_3713,legacy_robust_score,avg_legacy_raw_score_3713,avg_mean_13w,worst_13w,avg_hit_13w,avg_mean_7w,worst_7w,avg_hit_7w,avg_mean_3w,worst_3w,avg_hit_3w,avg_holdings,min_holdings,max_holdings,alpha,requested_top_k,blend_source,is_grid,overall_rank,legacy_overall_rank
final_portfolio_a0.30_k38,0.5958371212121212,0.1291045022252698,0.4850151515151515,0.4956374664441397,0.6363121212121213,0.1308442227224217,0.5472121212121213,0.5373214868186671,0.0112101027924053,0.0084531145973658,-0.0270366831152,0.5576923076923077,0.0154884892588642,-0.0259329854713944,0.6785714285714285,0.0330508533829901,0.0144425740101001,1.0,38.0,38,38,0.3,38,final_portfolio,True,12,11
final_portfolio_a0.45_k38,0.5924962121212121,0.124086869719563,0.4147424242424242,0.4763994569674376,0.6355257575757575,0.1143980145069856,0.4891757575757575,0.5239458803674831,0.0109738544260921,0.0089098453112944,-0.0294002445247294,0.5576923076923077,0.0155986426114993,-0.0280628981221185,0.6785714285714285,0.0334527423678608,0.0144583593012481,1.0,38.0,38,38,0.45,38,final_portfolio,True,26,12
final_portfolio_a0.45_k47,0.5898636363636364,0.0645480819994456,0.5027575757575757,0.502645949375813,0.6123462121212121,0.0711531833513656,0.5086984848484849,0.5180843407557726,0.0107108492993792,0.0086864013355031,-0.029257840610569,0.5384615384615385,0.0154160653409832,-0.0269142930609824,0.6785714285714285,0.0312725338422858,0.0143233430472178,1.0,44.38461538461539,38,47,0.45,47,final_portfolio,True,9,13
final_portfolio_a0.40_k47,0.5885265151515151,0.0569457773114409,0.4922121212121212,0.499900687420371,0.6141473484848485,0.0702473260847399,0.4949984848484848,0.5159206651187987,0.0107997049340086,0.0085740962124695,-0.0285233404561434,0.5384615384615385,0.0154076408113771,-0.02638444789539,0.6785714285714285,0.0313997180958892,0.0152210652438935,1.0,44.38461538461539,38,47,0.4,47,final_portfolio,True,10,14
final_portfolio_a0.35_k47,0.5897613636363636,0.0640382013146612,0.485030303030303,0.4981986419897459,0.6188950757575757,0.0835800806407066,0.4854439393939393,0.5152847760268384,0.0108847641321446,0.0084618137925484,-0.0277888403017178,0.5384615384615385,0.0153982668252298,-0.0261587166833922,0.6785714285714285,0.0315241505415943,0.0151678078862187,1.0,44.38461538461539,38,47,0.35,47,final_portfolio,True,11,15
final_portfolio_a0.30_k47,0.587405303030303,0.0786514008619859,0.4854545454545454,0.4953119432471347,0.6203814393939394,0.1009117850467029,0.4867075757575758,0.5148336510407843,0.0109682109207445,0.0083495551152789,-0.0270543401472922,0.5384615384615385,0.0153879772271692,-0.0259329854713944,0.6785714285714285,0.0316459686524238,0.0150600796878869,1.0,44.38461538461539,38,47,0.3,47,final_portfolio,True,13,16
final_portfolio_a0.30_k41,0.5705568181818181,0.1049703926374657,0.4979393939393939,0.4848497410392837,0.604680303030303,0.1241313010352111,0.4922121212121212,0.5036820971692062,0.0108380041153235,0.0082630230595882,-0.0285931965183163,0.5576923076923077,0.0150021303081462,-0.0259329854713944,0.6785714285714285,0.032196994404439,0.0137020520564207,1.0,40.92307692307692,38,41,0.3,41,final_portfolio,True,16,17
final_portfolio_a0.30_k56,0.5677196969696969,0.0759031831760265,0.4907575757575757,0.4841168786520943,0.5854575757575757,0.0730000749320344,0.5048439393939393,0.4994584015977056,0.0108301788099366,0.0083352741697269,-0.0270543401472922,0.5384615384615385,0.0151646506124549,-0.0259329854713944,0.6785714285714285,0.0310591135491375,0.0150600796878869,1.0,45.61538461538461,38,56,0.3,56,final_portfolio,True,17,18
final_portfolio_a0.30_k59,0.5671893939393939,0.0764287439648225,0.4907575757575757,0.4837196256035177,0.584939393939394,0.0735755497335564,0.5027712121212121,0.4985458541175535,0.0108261146657909,0.0083280407578225,-0.0270543401472922,0.5384615384615385,0.0151512171332039,-0.0259329854713944,0.6785714285714285,0.0310591135491375,0.0150600796878869,1.0,45.67307692307692,38,59,0.3,59,final_portfolio,True,18,19
final_portfolio_a0.30_k53,0.5635795454545455,0.0752877738759888,0.4866666666666666,0.4804645938245223,0.5859371212121212,0.0816302199867342,0.4986257575757576,0.4973525461831448,0.0108216135541153,0.008259732765256,-0.0270543401472922,0.5384615384615385,0.0151892890578742,-0.0259329854713944,0.6785714285714285,0.0311568135238898,0.0150600796878869,1.0,45.46153846153846,38,53,0.3,53,final_portfolio,True,21,20
