candidate,window_id,entry_date,start_date,end_date,stock_code,weight,score,stock_return,return_contribution,note
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,002044,0.06451612903225806,0.9970941883767535,-0.03230148048452208,-0.0020839664828723923,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,002465,0.06236559139784946,0.9839679358717435,-0.015469613259668558,-0.0009647715796352433,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,688629,0.060215053763440864,0.9803607214428858,0.08224705152079448,0.00495251062920913,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,002195,0.05806451612903226,0.9797094188376754,0.058700209643606005,0.003408399269628736,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,002025,0.05591397849462366,0.9794589178356714,-0.00394885295223768,-0.0002207960790498488,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,300567,0.053763440860215055,0.9779559118236472,0.03272097053726175,0.0017591919643689113,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,688027,0.05161290322580645,0.9771042084168338,0.005084459459459456,0.00026242371403661707,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,600498,0.04946236559139785,0.9725951903807615,0.07580253574318863,0.0037493727356845987,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,688281,0.047311827956989246,0.9640781563126253,0.07722567287784687,0.0036536877490594218,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,601212,0.04516129032258064,0.9630761523046092,0.6110397946084725,0.02759534556296327,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,301611,0.043010752688172046,0.962625250501002,-0.07062611806797858,-0.0030376824975474662,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,300724,0.04086021505376344,0.9622745490981964,0.23782364656889365,0.009717525343675225,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,300346,0.03870967741935484,0.9587675350701403,-0.08180513474724926,-0.003166650377312875,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,301200,0.03655913978494624,0.956062124248497,0.3101524730383043,0.011338907616454135,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,688037,0.034408602150537634,0.9532064128256512,0.02594470046082953,0.0008927208760715537,
balanced_extra_wide_capacity,w01,2026-01-20,2026-01-21,2026-01-27,601106,0.03225806451612903,0.9518036072144289,0.11895161290322576,0.003837148803329863,
